顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C10246,126.69,0.333333,5,2515.435738,975.504012,42.88,0.083333,83.81,0.25,154.341344,0.083333,1,10500.0
C10247,247.09,0.5,7,409.594792,69.921472,0.0,0.0,247.09,0.416667,182.357669,0.166667,3,5500.0
C10248,301.1,0.583333,10,586.974046,1089.040271,83.0,0.166667,218.1,0.333333,0.0,0.0,0,1950.0
C10249,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,7616.064965,0.25,4,7200.0
C10250,2410.07,0.5,15,3773.727455,169.879335,1670.5,0.083333,739.57,0.333333,0.0,0.0,0,4000.0
C10251,5350.19,1.0,101,5825.602115,318.305326,4783.34,1.0,566.85,0.916667,0.0,0.0,0,8000.0
C10252,630.03,0.090909,1,426.092563,213.369694,630.03,0.090909,0.0,0.0,0.0,0.0,0,5500.0
C10253,3197.24,1.0,49,3574.480603,1328.897516,2080.02,0.666667,1117.22,1.0,0.0,0.0,0,3000.0
C10254,133.0,0.25,3,130.61272,41.436595,0.0,0.0,133.0,0.166667,0.0,0.0,0,3000.0
C10255,1646.16,1.0,33,1055.835407,236.619362,1023.42,0.583333,622.74,0.75,0.0,0.0,0,12000.0
C10256,79.66,1.0,12,75.896288,75.967742,0.0,0.0,79.66,1.0,0.0,0.0,0,1500.0
C10257,319.92,1.0,12,10993.89211,2501.560923,0.0,0.0,319.92,1.0,13439.5704,0.416667,12,12000.0
C10258,3677.52,1.0,98,2657.856602,1912.298544,3543.73,1.0,133.79,0.5,0.0,0.0,0,12500.0
C10259,1041.63,0.25,14,3033.665478,716.70488,1041.63,0.25,0.0,0.0,4003.968939,0.333333,6,4000.0
C10260,675.96,1.0,12,1851.602411,1382.292833,0.0,0.0,675.96,1.0,0.0,0.0,0,1000.0
C10261,193.14,0.416667,5,220.46377,71.965063,0.0,0.0,193.14,0.416667,0.0,0.0,0,2000.0
C10262,1703.23,1.0,13,1449.039414,183.298253,1703.23,1.0,0.0,0.0,0.0,0.0,0,11500.0
C10263,0.0,0.0,0,1350.318606,1249.937085,0.0,0.0,0.0,0.0,468.958688,0.166667,2,6000.0
C10265,234.16,0.363636,4,479.910499,149.977816,0.0,0.0,234.16,0.272727,0.0,0.0,0,1500.0
C10266,29.68,0.083333,1,76.943584,75.595199,29.68,0.083333,0.0,0.0,0.0,0.0,0,10000.0
C10267,1322.67,0.833333,28,802.38543,229.655091,1096.71,0.75,225.96,0.416667,774.260436,0.25,6,11000.0
C10269,1607.88,1.0,84,1583.411686,2216.638394,0.0,0.0,1607.88,1.0,0.0,0.0,0,13500.0
C10270,0.0,0.0,0,2166.981163,568.063083,0.0,0.0,0.0,0.0,1716.941235,0.166667,5,1800.0
C10271,3183.0,0.166667,2,3823.346244,629.080506,3183.0,0.166667,0.0,0.0,0.0,0.0,0,9000.0
C10272,3014.23,1.0,93,1350.370286,655.633916,1340.34,0.833333,1673.89,1.0,103.610197,0.083333,1,4500.0
C10273,7323.38,1.0,81,3792.095079,1737.893866,4944.88,0.833333,2378.5,0.75,191.331735,0.083333,1,3000.0
C10274,8533.54,1.0,72,4758.209146,7256.951816,4072.76,0.5,4460.78,0.833333,7540.30735,0.5,12,10000.0
C10275,408.93,0.5,10,2161.153147,312.343947,74.8,0.083333,334.13,0.5,0.0,0.0,0,9000.0
C10276,3999.92,1.0,14,5624.074339,9952.672511,200.0,0.083333,3799.92,1.0,0.0,0.0,0,7500.0
C10277,2980.46,1.0,50,1116.967993,289.439818,657.78,0.5,2322.68,1.0,0.0,0.0,0,6000.0
C10278,560.73,0.916667,11,717.798364,670.049653,560.73,0.916667,0.0,0.0,0.0,0.0,0,7500.0
C10279,569.9,0.166667,3,634.000055,92.012927,569.9,0.166667,0.0,0.0,0.0,0.0,0,9500.0
C10280,6186.77,0.916667,38,11198.92613,608.36886,6099.08,0.75,87.69,0.25,1898.690655,0.083333,1,10950.0
C10281,4550.81,1.0,99,4317.191232,208.73456,3016.98,0.916667,1533.83,1.0,438.469118,0.083333,1,8500.0
C10282,150.8,0.166667,2,990.524408,989.783286,150.8,0.166667,0.0,0.0,1659.19931,0.416667,5,7500.0
C10283,1385.1,1.0,21,1280.473571,193.369942,1005.1,0.5,380.0,0.75,0.0,0.0,0,14000.0
C10284,32539.78,1.0,98,26652.34432,1971.129435,26547.43,1.0,5992.35,1.0,0.0,0.0,0,11500.0
C10285,410.24,0.916667,21,12005.3074,1055.547896,44.71,0.083333,365.53,0.916667,15452.97758,0.333333,13,16500.0
C10286,47.95,0.083333,1,294.507498,86.245988,47.95,0.083333,0.0,0.0,0.0,0.0,0,1500.0
C10287,126.57,0.25,4,483.557464,524.426392,126.57,0.25,0.0,0.0,181.139378,0.083333,1,2100.0
C10288,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,5700.0
C10289,414.0,0.75,9,5863.94034,570.250342,0.0,0.0,414.0,0.666667,0.0,0.0,0,10500.0
C10290,2010.0,1.0,14,859.829946,479.831475,630.0,0.166667,1380.0,1.0,1189.292764,0.083333,1,8500.0
C10291,4693.15,0.5,12,4786.64868,1741.158024,4332.65,0.416667,360.5,0.333333,0.0,0.0,0,13500.0
C10292,498.96,1.0,12,829.505486,1623.389428,0.0,0.0,498.96,1.0,72.259355,0.083333,1,1000.0
C10293,224.2,0.583333,9,568.336995,272.270427,148.12,0.083333,76.08,0.416667,0.0,0.0,0,9500.0
C10294,2856.57,1.0,62,2914.419813,2173.680619,922.84,0.25,1933.73,1.0,0.0,0.0,0,2500.0
C10295,0.0,0.0,0,2755.877257,144.621645,0.0,0.0,0.0,0.0,682.156051,0.083333,2,3000.0
C10296,0.0,0.0,0,6010.525656,1793.262654,0.0,0.0,0.0,0.0,9270.408108,0.666667,16,7000.0
C10297,0.0,0.0,0,871.713321,609.206784,0.0,0.0,0.0,0.0,567.233798,0.083333,2,3000.0
C10298,409.63,0.583333,12,580.13865,1114.588285,351.87,0.583333,57.76,0.083333,1876.241162,0.25,4,5000.0
C10299,843.34,0.5,17,1024.267592,122.850835,843.34,0.5,0.0,0.0,0.0,0.0,0,6500.0
C10300,0.0,0.0,0,1362.966798,2019.027883,0.0,0.0,0.0,0.0,512.792701,0.166667,3,6000.0
C10301,2236.49,1.0,34,1986.838064,233.614975,758.52,1.0,1477.97,0.666667,0.0,0.0,0,10000.0
C10302,464.51,0.416667,10,1515.594331,2092.915898,399.41,0.25,65.1,0.166667,2516.727082,0.166667,6,6000.0
C10303,1779.0,0.166667,2,856.05828,761.012234,1779.0,0.166667,0.0,0.0,0.0,0.0,0,5000.0
C10304,0.0,0.0,0,1057.678259,1229.820066,0.0,0.0,0.0,0.0,348.834361,0.583333,9,4000.0
C10305,456.36,1.0,14,370.996177,163.287618,0.0,0.0,456.36,0.916667,0.0,0.0,0,6000.0
C10306,5758.71,0.75,48,7943.57021,197.416104,2252.37,0.25,3506.34,0.75,0.0,0.0,0,2900.0
C10307,245.98,0.166667,2,2261.523522,388.258009,245.98,0.166667,0.0,0.0,2792.67597,0.25,3,6000.0
C10308,0.0,0.0,0,1786.142816,1351.998523,0.0,0.0,0.0,0.0,3298.958165,0.083333,2,12000.0
C10309,733.9,1.0,13,1620.193277,857.535876,733.9,1.0,0.0,0.0,0.0,0.0,0,3000.0
C10310,1641.07,0.666667,15,1583.918811,137.046292,1641.07,0.666667,0.0,0.0,380.972341,0.083333,1,500.0
C10311,674.73,0.25,12,1139.058595,1403.477006,674.73,0.25,0.0,0.0,1684.957411,0.166667,8,4000.0
C10312,2702.47,1.0,27,7596.768364,1013.086448,1526.31,0.25,1176.16,1.0,0.0,0.0,0,11000.0
C10313,0.0,0.0,0,8019.800702,964.118618,0.0,0.0,0.0,0.0,1817.569093,0.083333,4,8000.0
C10314,1579.15,0.583333,15,451.600059,199.955286,1462.35,0.5,116.8,0.25,0.0,0.0,0,2700.0
C10315,0.0,0.0,0,1933.413908,2576.552758,0.0,0.0,0.0,0.0,8603.045938,0.416667,10,11000.0
C10316,2161.38,1.0,41,2059.879468,165.05215,451.5,0.166667,1709.88,1.0,0.0,0.0,0,4500.0
C10317,1482.19,1.0,26,1289.570234,173.686552,446.07,0.583333,1036.12,0.666667,0.0,0.0,0,6000.0
C10318,1446.05,1.0,16,1364.121036,186.240772,544.45,0.083333,901.6,1.0,0.0,0.0,0,3500.0
C10319,0.0,0.0,0,312.433361,648.139459,0.0,0.0,0.0,0.0,1606.322681,0.181818,3,4500.0
C10320,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2100.0
C10321,498.17,0.916667,14,611.606459,162.94308,459.02,0.916667,39.15,0.083333,0.0,0.0,0,15000.0
C10322,2009.12,1.0,36,2715.972095,956.330023,1296.68,1.0,712.44,1.0,1763.794583,0.25,10,2500.0
C10323,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,6000.0
C10324,0.0,0.0,0,719.974244,339.553093,0.0,0.0,0.0,0.0,402.974164,0.333333,5,1000.0
C10325,0.0,0.0,0,1151.721386,627.015802,0.0,0.0,0.0,0.0,3394.509419,0.166667,3,5500.0
C10326,0.0,0.0,0,117.542764,137.6915,0.0,0.0,0.0,0.0,842.456926,0.363636,7,1000.0
C10327,0.0,0.0,0,863.62306,1148.631716,0.0,0.0,0.0,0.0,6481.300951,0.142857,4,7000.0
C10328,126.2,0.833333,10,314.302968,417.290247,126.2,0.833333,0.0,0.0,0.0,0.0,0,1950.0
C10329,225.0,1.0,12,325.578502,286.122587,0.0,0.0,225.0,1.0,0.0,0.0,0,1500.0
C10330,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,6000.0
C10331,14.95,0.083333,1,1289.284068,1172.289863,0.0,0.0,14.95,0.083333,2173.356068,0.416667,11,5700.0
C10332,874.98,0.75,16,2055.100879,2199.077716,350.0,0.083333,524.98,0.666667,4653.693195,0.333333,9,12500.0
C10333,0.0,0.0,0,1493.089193,2488.976669,0.0,0.0,0.0,0.0,2443.262416,0.333333,7,7500.0
C10334,445.2,0.166667,4,1042.991769,579.587654,445.2,0.166667,0.0,0.0,0.0,0.0,0,8000.0
C10335,0.0,0.0,0,476.162309,401.970276,0.0,0.0,0.0,0.0,3264.573342,0.666667,9,4500.0
C10336,689.34,1.0,24,453.842413,148.28357,0.0,0.0,689.34,1.0,0.0,0.0,0,1500.0
C10337,2006.87,0.666667,26,19714.09728,1479.309409,420.6,0.083333,1586.27,0.666667,0.0,0.0,0,21000.0
C10338,678.0,1.0,12,1926.31853,1933.173023,678.0,1.0,0.0,0.0,927.25167,0.25,4,2500.0
C10339,0.05,0.083333,1,1084.281127,367.409536,0.05,0.083333,0.0,0.0,1700.634586,0.333333,7,1000.0
C10340,3085.69,1.0,21,2690.525687,192.66679,3032.97,1.0,52.72,0.083333,0.0,0.0,0,8500.0
C10341,0.0,0.0,0,642.777061,1122.076137,0.0,0.0,0.0,0.0,142.141325,0.166667,2,3000.0
C10342,1080.0,0.75,12,1077.058667,169.005281,1080.0,0.75,0.0,0.0,0.0,0.0,0,6000.0
C10343,2721.16,1.0,32,4952.900653,280.821958,2417.41,0.5,303.75,1.0,0.0,0.0,0,6500.0
C10344,3095.96,1.0,32,4003.782858,197.186568,1383.56,0.916667,1712.4,0.833333,0.0,0.0,0,14000.0
C10345,0.0,0.0,0,2147.890523,2077.873573,0.0,0.0,0.0,0.0,1600.758078,0.909091,13,2300.0
C10346,71.07,0.25,3,9226.751112,797.250949,0.0,0.0,71.07,0.166667,3595.158425,0.166667,9,9500.0
C10347,65.0,0.166667,2,718.794328,53.655347,0.0,0.0,65.0,0.166667,0.0,0.0,0,1200.0
C10348,4786.61,0.916667,61,3805.669705,163.459999,4397.64,0.833333,388.97,0.5,0.0,0.0,0,9000.0
C10349,174.42,0.333333,5,347.08638,149.301101,0.0,0.0,174.42,0.25,0.0,0.0,0,2500.0
C10350,242.88,1.0,12,6084.115091,890.639118,0.0,0.0,242.88,1.0,0.0,0.0,0,13500.0
C10351,216.94,0.166667,3,222.02316,300.210049,216.94,0.166667,0.0,0.0,1011.997944,0.166667,5,3200.0
C10352,2246.3,0.333333,8,32048.6122,406.790252,2246.3,0.333333,0.0,0.0,14048.07181,0.416667,20,6000.0
C10353,361.73,0.166667,2,535.606816,432.68808,361.73,0.166667,0.0,0.0,198.686744,0.083333,1,1500.0
C10354,330.0,0.1,1,345.330572,85.297166,330.0,0.1,0.0,0.0,0.0,0.0,0,1800.0
C10355,2854.11,1.0,51,2437.332725,176.283228,1797.96,0.833333,1056.15,0.916667,0.0,0.0,0,9500.0
C10356,390.0,0.5,7,302.454171,74.667401,90.0,0.083333,300.0,0.5,0.0,0.0,0,2000.0
C10357,422.18,1.0,12,2961.632199,440.30634,422.18,1.0,0.0,0.0,0.0,0.0,0,5500.0
C10358,1005.52,1.0,33,1866.265366,237.328382,464.5,0.5,541.02,0.833333,0.0,0.0,0,3000.0
C10359,2132.93,1.0,74,8251.146946,834.025674,959.1,0.333333,1173.83,1.0,5340.016172,0.75,20,11000.0
C10360,284.72,0.666667,16,344.161416,155.792859,0.0,0.0,284.72,0.666667,0.0,0.0,0,5000.0
C10361,0.0,0.0,0,1288.287239,1164.178674,0.0,0.0,0.0,0.0,455.581546,0.083333,1,10500.0
C10362,3244.16,1.0,29,5674.185857,563.827502,2480.85,0.666667,763.31,0.5,0.0,0.0,0,11500.0
C10364,2490.17,0.5,8,3957.017497,4951.58548,905.17,0.166667,1585.0,0.416667,5309.949725,0.5,11,9500.0
C10365,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,4800.0
C10366,636.15,0.166667,5,918.414211,57.150516,636.15,0.166667,0.0,0.0,0.0,0.0,0,8500.0
C10367,3018.93,1.0,99,3909.837604,444.12429,1702.62,1.0,1316.31,1.0,0.0,0.0,0,5000.0
C10368,1222.97,1.0,16,1142.077891,185.657751,202.97,0.25,1020.0,1.0,0.0,0.0,0,19500.0
C10369,110.18,0.333333,4,1716.998424,2463.472147,0.0,0.0,110.18,0.333333,6551.99521,0.333333,17,6000.0
C10370,0.0,0.0,0,2298.902197,214.263752,0.0,0.0,0.0,0.0,1192.015721,0.083333,1,3000.0
C10371,0.0,0.0,0,548.589391,529.340488,0.0,0.0,0.0,0.0,36.481832,0.083333,1,1800.0
C10372,983.77,0.666667,15,389.411161,219.465695,603.77,0.416667,380.0,0.25,0.0,0.0,0,2400.0
C10373,0.0,0.0,0,866.865018,354.381003,0.0,0.0,0.0,0.0,474.429843,0.25,3,1500.0
C10374,423.24,0.625,9,296.01675,134.448872,287.0,0.375,136.24,0.375,0.0,0.0,0,11000.0
C10375,6079.5,0.916667,31,18552.39489,762.263884,4719.5,0.25,1360.0,0.666667,10227.22894,0.25,22,7300.0
C10376,439.38,0.083333,2,237.996469,265.708814,439.38,0.083333,0.0,0.0,727.658311,0.25,8,1200.0
C10377,1207.25,1.0,59,1282.705869,1300.596775,0.0,0.0,1207.25,1.0,0.0,0.0,0,1200.0
C10378,259.13,0.083333,1,2680.635587,2503.374595,259.13,0.083333,0.0,0.0,0.0,0.0,0,2300.0
C10379,1627.69,1.0,49,2507.704747,7490.453967,0.0,0.0,1627.69,1.0,0.0,0.0,0,5500.0
C10380,0.0,0.0,0,2845.010795,2459.741299,0.0,0.0,0.0,0.0,3423.085934,0.5,10,8000.0
C10381,0.0,0.0,0,10973.14532,2384.817152,0.0,0.0,0.0,0.0,3768.696678,0.25,3,8000.0
C10382,5749.96,1.0,50,5711.540654,202.73209,5439.96,1.0,310.0,0.25,0.0,0.0,0,12000.0
C10383,1490.94,1.0,25,2116.662516,3598.719728,0.02,0.166667,1490.92,1.0,2813.063846,0.166667,4,9000.0
C10384,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,2333.150712,0.083333,1,3000.0
C10385,5068.88,1.0,76,3904.568067,373.931063,3529.88,1.0,1539.0,1.0,0.0,0.0,0,4500.0
C10386,1067.28,1.0,30,2021.775795,3073.416298,0.0,0.0,1067.28,1.0,0.0,0.0,0,2000.0
C10387,64.12,0.166667,2,176.600545,76.462301,64.12,0.166667,0.0,0.0,0.0,0.0,0,7000.0
C10388,6855.59,0.916667,39,4868.088671,2861.890896,2762.92,0.75,4092.67,0.833333,0.0,0.0,0,18500.0
C10389,1631.0,0.583333,7,2550.799492,157.269321,0.0,0.0,1631.0,0.583333,0.0,0.0,0,2500.0
C10390,180.91,0.166667,6,802.858576,220.455533,180.91,0.166667,0.0,0.0,0.0,0.0,0,1400.0
C10391,0.0,0.0,0,353.582373,559.030296,0.0,0.0,0.0,0.0,172.931118,0.166667,2,1600.0
C10392,136.88,0.166667,2,3519.008859,3430.627754,0.0,0.0,136.88,0.166667,515.147607,0.166667,2,14000.0
C10393,0.0,0.0,0,1177.661577,190.365154,0.0,0.0,0.0,0.0,187.572355,0.083333,1,2000.0
C10395,343.21,0.25,4,930.328071,3245.693485,343.21,0.25,0.0,0.0,1609.900552,0.333333,8,1500.0
C10396,16.5,0.083333,1,57.595083,67.1925,16.5,0.083333,0.0,0.0,0.0,0.0,0,6000.0
C10397,5708.18,1.0,47,5589.952268,232.131169,4584.78,0.75,1123.4,0.75,0.0,0.0,0,4000.0
C10398,42.3,0.1,1,361.853722,645.320421,42.3,0.1,0.0,0.0,3967.709973,0.2,5,6000.0
C10399,46.67,0.083333,1,338.413344,642.547142,46.67,0.083333,0.0,0.0,0.0,0.0,0,1800.0
C10400,0.0,0.0,0,677.144841,27631.45072,0.0,0.0,0.0,0.0,4909.937494,0.25,4,9000.0
C10402,699.12,1.0,24,697.977603,183.858351,0.0,0.0,699.12,1.0,0.0,0.0,0,2500.0
C10403,245.39,0.583333,7,328.796655,165.308304,0.0,0.0,245.39,0.5,0.0,0.0,0,4000.0
C10404,98.0,0.166667,2,192.369983,221.375942,98.0,0.166667,0.0,0.0,0.0,0.0,0,4000.0
C10405,857.36,1.0,13,3239.629759,411.871046,857.36,1.0,0.0,0.0,0.0,0.0,0,6550.0
C10406,2747.12,0.25,4,4730.374245,481.558276,1247.12,0.083333,1500.0,0.166667,246.046033,0.083333,1,5000.0
C10407,11147.33,1.0,126,7932.77402,17494.90735,1137.4,0.25,10009.93,1.0,2728.576925,0.166667,8,11000.0
C10408,600.0,0.5,6,249.066308,184.776562,0.0,0.0,600.0,0.416667,0.0,0.0,0,1000.0
C10409,0.0,0.0,0,541.308981,724.956358,0.0,0.0,0.0,0.0,2368.872642,0.083333,2,10000.0
C10410,255.12,0.666667,11,1703.332126,1121.510137,5.0,0.25,250.12,0.5,0.0,0.0,0,8500.0
C10411,1221.53,0.333333,2,1421.035206,106.039362,1180.0,0.166667,41.53,0.166667,1078.788118,0.166667,7,1200.0
C10412,0.0,0.0,0,1336.016317,1606.963379,0.0,0.0,0.0,0.0,1974.503664,0.25,6,13000.0
C10413,780.64,1.0,22,663.553502,483.836254,199.65,0.166667,580.99,0.833333,1227.555485,0.333333,6,3500.0
C10414,1532.1,0.75,14,1834.368953,212.770698,223.0,0.166667,1309.1,0.666667,0.0,0.0,0,5000.0
C10415,778.33,0.916667,28,1411.329676,1430.50774,0.0,0.0,778.33,0.916667,0.0,0.0,0,2000.0
C10416,964.06,0.875,8,565.71913,1241.283569,260.0,0.125,704.06,0.75,5140.287889,0.625,24,6000.0
C10417,1667.13,1.0,38,1669.260634,208.701639,1063.14,0.916667,603.99,0.833333,0.0,0.0,0,13000.0
C10419,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,4087.167822,0.25,4,8000.0
C10420,1088.83,0.416667,6,6862.520735,994.384835,518.39,0.083333,570.44,0.333333,0.0,0.0,0,9000.0
C10421,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2500.0
C10422,0.0,0.0,0,444.783009,671.420908,0.0,0.0,0.0,0.0,120.178123,0.083333,1,2100.0
C10423,0.0,0.0,0,4226.578611,691.692633,0.0,0.0,0.0,0.0,2171.139178,0.333333,10,4500.0
C10424,1897.92,0.25,5,5563.437084,248.700571,97.92,0.166667,1800.0,0.166667,0.0,0.0,0,13500.0
C10425,0.0,0.0,0,802.038512,291.307669,0.0,0.0,0.0,0.0,76.260896,0.090909,1,6200.0
C10426,1263.29,1.0,25,1356.425369,179.894243,279.99,1.0,983.3,0.583333,0.0,0.0,0,9500.0
C10427,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1200.0
C10428,340.0,0.083333,1,2162.141639,2009.821743,340.0,0.083333,0.0,0.0,3510.115735,0.25,8,6000.0
C10429,1277.58,1.0,20,552.734714,173.336309,0.0,0.0,1277.58,1.0,0.0,0.0,0,7000.0
C10430,4117.24,1.0,229,4561.589382,199.730537,290.0,0.166667,3827.24,1.0,0.0,0.0,0,6000.0
C10431,226.23,0.166667,5,1885.239981,4980.192685,226.23,0.166667,0.0,0.0,0.0,0.0,0,15000.0
C10432,3970.8,1.0,64,3879.252512,1868.983718,2267.0,0.583333,1703.8,0.916667,0.0,0.0,0,7500.0
C10433,1346.9,0.583333,14,1369.437449,98.678839,1028.0,0.083333,318.9,0.416667,0.0,0.0,0,8000.0
C10434,1050.83,1.0,24,4673.520993,982.544984,67.9,0.083333,982.93,1.0,4083.515108,0.25,4,5000.0
C10435,1364.99,0.5,7,1849.10398,263.163209,64.99,0.083333,1300.0,0.416667,284.754535,0.166667,2,2000.0
C10436,0.0,0.0,0,331.670616,479.771774,0.0,0.0,0.0,0.0,114.918715,0.25,3,1500.0
C10437,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,3017.170336,0.166667,4,4500.0
C10438,7553.48,0.916667,85,5377.338091,1365.123434,2643.53,0.75,4909.95,1.0,0.0,0.0,0,13500.0
C10439,570.16,0.833333,20,6124.31525,362.970189,0.0,0.0,570.16,0.833333,2817.05225,0.333333,7,9000.0
C10441,566.28,0.5,17,1298.823687,858.977427,431.01,0.333333,135.27,0.333333,3888.756412,0.083333,2,4000.0
C10442,0.0,0.0,0,422.878799,269.178995,0.0,0.0,0.0,0.0,2819.60583,0.083333,3,8000.0
C10443,0.0,0.0,0,357.836436,631.106468,0.0,0.0,0.0,0.0,39.646806,0.090909,2,1800.0
C10444,137.34,0.083333,1,1874.954894,1716.092764,137.34,0.083333,0.0,0.0,4815.112874,0.666667,16,10000.0
C10445,0.0,0.0,0,2052.533488,1886.223361,0.0,0.0,0.0,0.0,5105.254316,0.416667,14,10000.0
C10446,0.0,0.0,0,6918.272206,1035.039239,0.0,0.0,0.0,0.0,3435.737817,0.090909,1,9000.0
C10447,332.82,1.0,25,5810.994681,1284.011712,0.0,0.0,332.82,1.0,6649.712062,0.666667,24,5000.0
C10448,1377.72,0.25,5,182.177646,200.759856,1377.72,0.25,0.0,0.0,0.0,0.0,0,2500.0
C10449,0.0,0.0,0,2996.735376,1855.766226,0.0,0.0,0.0,0.0,1886.470361,0.083333,2,6000.0
C10450,0.0,0.0,0,2008.971745,277.582819,0.0,0.0,0.0,0.0,1462.32354,0.083333,2,1500.0
C10451,360.7,0.083333,2,5147.693822,2610.053885,360.7,0.083333,0.0,0.0,6517.541812,0.333333,15,8000.0
C10452,222.64,0.916667,11,1017.241855,1225.908506,0.0,0.0,222.64,0.833333,249.298208,0.25,3,4500.0
C10453,1634.74,1.0,38,1094.345336,1194.234398,1376.0,0.333333,258.74,1.0,94.837161,0.083333,1,13000.0
C10454,0.0,0.0,0,591.853821,204.676682,0.0,0.0,0.0,0.0,340.249539,0.083333,1,1200.0
C10455,759.15,1.0,12,994.500495,1384.111493,759.15,1.0,0.0,0.0,2493.111705,0.25,6,6000.0
C10456,243.36,0.083333,2,546.417272,134.985783,243.36,0.083333,0.0,0.0,0.0,0.0,0,1800.0
C10457,0.0,0.0,0,7566.577763,1943.431564,0.0,0.0,0.0,0.0,10713.8746,0.4,14,10500.0
C10458,0.0,0.0,0,1370.235544,373.893161,0.0,0.0,0.0,0.0,2820.528417,0.25,3,2500.0
C10459,519.0,0.818182,9,621.255763,210.248259,0.0,0.0,519.0,0.636364,0.0,0.0,0,4500.0
C10460,3055.87,0.75,26,2198.293667,784.387878,3055.87,0.75,0.0,0.0,0.0,0.0,0,4500.0
C10461,2470.4,0.5,19,3340.041274,3024.949485,457.73,0.083333,2012.67,0.5,1652.878895,0.083333,1,9500.0
C10462,1671.6,1.0,48,1021.907217,179.585842,480.0,0.333333,1191.6,1.0,0.0,0.0,0,1800.0
C10463,903.36,0.25,6,538.841222,41.302445,903.36,0.25,0.0,0.0,0.0,0.0,0,15000.0
C10466,0.0,0.0,0,274.653536,327.072615,0.0,0.0,0.0,0.0,193.738137,0.083333,1,1200.0
C10467,229.5,0.5,7,423.206638,157.471831,54.0,0.083333,175.5,0.416667,0.0,0.0,0,3150.0
C10468,1476.19,1.0,23,1493.919986,382.989143,1476.19,1.0,0.0,0.0,0.0,0.0,0,2500.0
C10469,2506.89,0.75,30,1230.219396,1646.973276,2506.89,0.75,0.0,0.0,0.0,0.0,0,8500.0
C10470,2570.0,0.75,40,3259.958288,5620.295192,492.46,0.166667,2077.54,0.666667,124.563782,0.166667,2,4500.0
C10471,238.34,0.833333,5,1194.510762,1206.257247,0.0,0.0,238.34,0.833333,4809.11955,1.0,8,15000.0
C10472,1342.36,0.875,27,288.883026,312.026316,1037.96,0.875,304.4,0.5,1738.109478,0.25,2,4000.0
C10473,786.32,0.636364,7,881.284581,97.186371,186.32,0.090909,600.0,0.545455,0.0,0.0,0,7500.0
C10474,1450.68,1.0,20,1583.421932,137.826186,0.0,0.0,1450.68,1.0,0.0,0.0,0,6000.0
C10475,1239.46,0.666667,14,401.217047,177.766827,752.28,0.416667,487.18,0.416667,0.0,0.0,0,1500.0
C10476,96.75,0.333333,7,452.225512,411.612521,34.65,0.083333,62.1,0.25,19.141227,0.083333,1,1800.0
C10477,4106.15,0.333333,50,9678.173119,606.899183,2688.46,0.25,1417.69,0.416667,734.816479,0.083333,1,12000.0
C10478,2022.38,0.916667,19,939.306791,301.000749,1892.38,0.916667,130.0,0.333333,0.0,0.0,0,6000.0
C10480,3654.08,1.0,32,3301.334578,180.338402,291.41,0.166667,3362.67,1.0,0.0,0.0,0,2500.0
C10481,883.73,0.833333,26,632.062443,568.410749,457.62,0.333333,426.11,0.75,0.0,0.0,0,3000.0
C10482,795.54,1.0,20,1804.065076,261.258072,167.4,0.166667,628.14,1.0,418.482499,0.083333,1,1700.0
C10483,0.0,0.0,0,541.101815,286.374289,0.0,0.0,0.0,0.0,278.591282,0.083333,1,1200.0
C10484,0.0,0.0,0,1088.755323,1189.693931,0.0,0.0,0.0,0.0,2806.959645,0.583333,18,7500.0
C10485,1382.57,1.0,33,1580.0815,466.772558,1077.75,0.666667,304.82,0.833333,0.0,0.0,0,2400.0
C10486,565.5,1.0,14,2768.795805,199.803721,0.0,0.0,565.5,1.0,101.137379,0.083333,1,8500.0
C10487,4462.86,1.0,103,1793.043228,3101.01703,2816.46,0.833333,1646.4,0.916667,4599.625146,0.333333,11,11800.0
C10488,1726.67,0.166667,4,4804.383296,128.834658,1726.67,0.166667,0.0,0.0,0.0,0.0,0,6000.0
C10489,217.0,0.166667,2,10428.37611,1599.353926,217.0,0.166667,0.0,0.0,12377.36037,0.583333,16,9000.0
C10490,0.0,0.0,0,1067.405461,911.08543,0.0,0.0,0.0,0.0,1483.933054,0.416667,8,4000.0
C10491,1748.73,1.0,31,2497.488126,1584.520204,518.44,0.416667,1230.29,1.0,0.0,0.0,0,6500.0
C10492,0.0,0.0,0,586.426259,494.954634,0.0,0.0,0.0,0.0,149.36039,0.083333,1,1800.0
